orden_id,cliente_id,fecha_pedido,fecha_entrega,fecha_proceso,canal_venta,estado,monto_total,es_duplicado,orden_id_original_duplicado,fecha_proceso_original,fecha_pedido_original,fecha_entrega_original,estado_original,monto_total_original,motivo_rechazo
ORD-003306,C00017,2025-12-19,2025-12-21,2025-12-22,VENDEDOR,ENTREGADO,743.63,True,ORD-003306,2025-12-22,2025-12-19,2025-12-21,ENTREGADO,743.63,❌ orden_id: duplicado (CRÍTICO - ORD-003306 ya existe con fecha_proceso más reciente) - Este registro va a data sucia
ORD-002137,C00136,2025-10-29,2025-11-01,2025-11-01,VENDEDOR,ENTREGADO,317.48,True,ORD-002137,2025-11-01,2025-10-29,2025-11-01,entregado,317.48,❌ orden_id: duplicado (CRÍTICO - ORD-002137 ya existe con fecha_proceso más reciente) - Este registro va a data sucia
ORD-001891,C00065,2025-09-23,2025-09-24,2025-09-25,APP B2B,ENTREGADO,0.0,False,,2025-09-25,2025-09-23,2025-09-24,ENTREGADO,0.0,monto_total: debe ser > 0 (valor: 0.0)
ORD-003614,C00001,2026-01-23,2026-01-23,2026-01-24,VENDEDOR,ENTREGADO,672.18,True,ORD-003614,2026-01-24,2026-01-23,2026-01-23,ENTREGADO,672.18,❌ orden_id: duplicado (CRÍTICO - ORD-003614 ya existe con fecha_proceso más reciente) - Este registro va a data sucia
ORD-000248,C00026,2025-06-11,2025-06-11,2025-06-12,VENDEDOR,ENTREGADO,254.81,True,ORD-000248,2025-06-12,2025-06-11,2025-06-11,Entregado,254.81,❌ orden_id: duplicado (CRÍTICO - ORD-000248 ya existe con fecha_proceso más reciente) - Este registro va a data sucia
ORD-003213,C00609,2025-12-17,2025-12-18,2025-12-19,TELEVENTAS,ENTREGADO,268.09,True,ORD-003213,2025-12-19,2025-12-17,2025-12-18,ENTREGADO,268.09,❌ orden_id: duplicado (CRÍTICO - ORD-003213 ya existe con fecha_proceso más reciente) - Este registro va a data sucia
ORD-000059,C00080,2025-06-17,2025-06-19,2025-06-20,VENDEDOR,ENTREGADO,577.41,True,ORD-000059,2025-06-20,2025-06-17,2025-06-19,Entregado,577.41,❌ orden_id: duplicado (CRÍTICO - ORD-000059 ya existe con fecha_proceso más reciente) - Este registro va a data sucia
ORD-004593,C00020,2026-03-06,2026-03-09,2026-03-09,TELEVENTAS,ENTREGADO,124.46,True,ORD-004593,2026-03-09,2026-03-06,2026-03-09,entregado,124.46,❌ orden_id: duplicado (CRÍTICO - ORD-004593 ya existe con fecha_proceso más reciente) - Este registro va a data sucia
ORD-005124,C00089,2026-04-04,2026-04-04,2026-04-04,APP B2B,ENTREGADO,-27.69,False,,2026-04-04,2026-04-04,2026-04-04,ENTREGADO,-27.69,monto_total: debe ser > 0 (valor: -27.69)
ORD-003989,C00374,2026-01-19,2026-01-22,2026-01-22,APP B2B,ENTREGADO,301.88,True,ORD-003989,2026-01-22,2026-01-19,2026-01-22,Entregado,301.88,❌ orden_id: duplicado (CRÍTICO - ORD-003989 ya existe con fecha_proceso más reciente) - Este registro va a data sucia
ORD-001270,C00049,2025-08-06,2025-08-07,2025-08-08,VENDEDOR,ENTREGADO,144.92,True,ORD-001270,2025-08-08,2025-08-06,2025-08-07,ENTREGADO,144.92,❌ orden_id: duplicado (CRÍTICO - ORD-001270 ya existe con fecha_proceso más reciente) - Este registro va a data sucia
ORD-000948,C00160,2025-07-06,2025-07-08,2025-07-09,VENDEDOR,ENTREGADO,818.78,True,ORD-000948,2025-07-09,2025-07-06,2025-07-08,ENTREGADO,818.78,❌ orden_id: duplicado (CRÍTICO - ORD-000948 ya existe con fecha_proceso más reciente) - Este registro va a data sucia
ORD-004952,C00203,2026-04-14,2026-04-14,2026-04-14,TELEVENTAS,ENTREGADO,356.42,True,ORD-004952,2026-04-14,2026-04-14,2026-04-14,ENTREGADO,356.42,❌ orden_id: duplicado (CRÍTICO - ORD-004952 ya existe con fecha_proceso más reciente) - Este registro va a data sucia
ORD-000631,C00400,2025-07-04,2025-07-06,2025-07-06,APP B2B,ENTREGADO,323.79,True,ORD-000631,2025-07-06,2025-07-04,2025-07-06,ENTREGADO,323.79,❌ orden_id: duplicado (CRÍTICO - ORD-000631 ya existe con fecha_proceso más reciente) - Este registro va a data sucia
ORD-003846,C00110,2026-01-29,2026-02-01,2026-02-02,VENDEDOR,ENTREGADO,60.35,True,ORD-003846,2026-02-02,2026-01-29,2026-02-01,entregado,60.35,❌ orden_id: duplicado (CRÍTICO - ORD-003846 ya existe con fecha_proceso más reciente) - Este registro va a data sucia
ORD-001887,C00145,2025-09-05,2025-09-05,2025-09-05,TELEVENTAS,ENTREGADO,235.2,True,ORD-001887,2025-09-05,2025-09-05,2025-09-05,ENTREGADO,235.2,❌ orden_id: duplicado (CRÍTICO - ORD-001887 ya existe con fecha_proceso más reciente) - Este registro va a data sucia
ORD-002103,C00722,2025-10-25,2025-10-25,2025-10-26,APP B2B,ENTREGADO,0.0,False,,2025-10-26,2025-10-25,2025-10-25,entregado,0.0,monto_total: debe ser > 0 (valor: 0.0)
ORD-000098,C00748,2025-06-01,2025-06-03,2025-06-03,APP B2B,ENTREGADO,101.25,True,ORD-000098,2025-06-03,2025-06-01,2025-06-03,ENTREGADO,101.25,❌ orden_id: duplicado (CRÍTICO - ORD-000098 ya existe con fecha_proceso más reciente) - Este registro va a data sucia
ORD-002909,C99005,2025-11-07,2025-11-09,2025-11-10,APP B2B,ENTREGADO,368.58,True,ORD-002909,2025-11-10,2025-11-07,2025-11-09,ENTREGADO,368.58,❌ orden_id: duplicado (CRÍTICO - ORD-002909 ya existe con fecha_proceso más reciente) - Este registro va a data sucia
ORD-002213,C00018,2025-10-19,2025-10-22,2025-10-22,APP B2B,ENTREGADO,217.96,True,ORD-002213,2025-10-22,2025-10-19,2025-10-22,ENTREGADO,217.96,❌ orden_id: duplicado (CRÍTICO - ORD-002213 ya existe con fecha_proceso más reciente) - Este registro va a data sucia
ORD-002246,C00004,2025-10-29,2025-10-29,2025-10-29,TELEVENTAS,ENTREGADO,0.0,False,,2025-10-29,2025-10-29,2025-10-29,ENTREGADO,0.0,monto_total: debe ser > 0 (valor: 0.0)
ORD-004411,C00113,2026-02-07,2026-02-10,2026-02-10,APP B2B,ENTREGADO,194.39,True,ORD-004411,2026-02-10,2026-02-07,2026-02-10,ENTREGADO,194.39,❌ orden_id: duplicado (CRÍTICO - ORD-004411 ya existe con fecha_proceso más reciente) - Este registro va a data sucia
ORD-003143,C00105,2025-12-09,2025-12-09,2025-12-09,VENDEDOR,ENTREGADO,127.05,True,ORD-003143,2025-12-09,2025-12-09,2025-12-09,entregado,127.05,❌ orden_id: duplicado (CRÍTICO - ORD-003143 ya existe con fecha_proceso más reciente) - Este registro va a data sucia
ORD-005361,C00002,2026-05-09,2026-05-09,2026-05-09,VENDEDOR,ENTREGADO,243.72,True,ORD-005361,2026-05-09,2026-05-09,2026-05-09,Entregado,243.72,❌ orden_id: duplicado (CRÍTICO - ORD-005361 ya existe con fecha_proceso más reciente) - Este registro va a data sucia
ORD-000331,C00405,2025-06-21,2025-06-22,2025-06-22,APP B2B,ENTREGADO,315.52,True,ORD-000331,2025-06-22,2025-06-21,2025-06-22,ENTREGADO,315.52,❌ orden_id: duplicado (CRÍTICO - ORD-000331 ya existe con fecha_proceso más reciente) - Este registro va a data sucia
ORD-001889,C00316,2025-09-16,2025-09-17,2025-09-17,APP B2B,ENTREGADO,673.67,True,ORD-001889,2025-09-17,2025-09-16,2025-09-17,Entregado,673.67,❌ orden_id: duplicado (CRÍTICO - ORD-001889 ya existe con fecha_proceso más reciente) - Este registro va a data sucia
ORD-001080,C00005,2025-08-16,2025-08-16,2025-08-17,VENDEDOR,ENTREGADO,47.55,True,ORD-001080,2025-08-17,2025-08-16,2025-08-16,Entregado,47.55,❌ orden_id: duplicado (CRÍTICO - ORD-001080 ya existe con fecha_proceso más reciente) - Este registro va a data sucia
ORD-003742,C00269,2026-01-15,2026-01-18,2026-01-18,VENDEDOR,ENTREGADO,0.0,True,ORD-003742,2026-01-18,2026-01-15,2026-01-18,entregado,0.0,❌ orden_id: duplicado (CRÍTICO - ORD-003742 ya existe con fecha_proceso más reciente) - Este registro va a data sucia | monto_total: debe ser > 0 (valor: 0.0)
ORD-003905,C00500,2026-01-27,2026-01-25,2026-01-29,VENDEDOR,ENTREGADO,0.0,False,,2026-01-29,2026-01-27,2026-01-25,ENTREGADO,0.0,monto_total: debe ser > 0 (valor: 0.0)
ORD-001930,C00476,2025-10-14,2025-10-16,2025-10-16,APP B2B,ENTREGADO,607.69,True,ORD-001930,2025-10-16,2025-10-14,2025-10-16,ENTREGADO,607.69,❌ orden_id: duplicado (CRÍTICO - ORD-001930 ya existe con fecha_proceso más reciente) - Este registro va a data sucia
ORD-004965,C00007,2026-04-26,2026-04-26,2026-04-27,APP B2B,ENTREGADO,0.0,True,ORD-004965,2026-04-27,2026-04-26,2026-04-26,ENTREGADO,0.0,❌ orden_id: duplicado (CRÍTICO - ORD-004965 ya existe con fecha_proceso más reciente) - Este registro va a data sucia | monto_total: debe ser > 0 (valor: 0.0)
ORD-005221,C00085,2026-04-29,2026-05-01,2026-05-01,VENDEDOR,ENTREGADO,456.25,True,ORD-005221,2026-05-01,2026-04-29,2026-05-01,ENTREGADO,456.25,❌ orden_id: duplicado (CRÍTICO - ORD-005221 ya existe con fecha_proceso más reciente) - Este registro va a data sucia
ORD-004430,C00067,2026-02-21,2026-02-23,2026-02-24,VENDEDOR,ENTREGADO,158.85,True,ORD-004430,2026-02-24,2026-02-21,2026-02-23,ENTREGADO,158.85,❌ orden_id: duplicado (CRÍTICO - ORD-004430 ya existe con fecha_proceso más reciente) - Este registro va a data sucia
ORD-004181,C00166,2026-02-15,2026-02-18,2026-02-19,APP B2B,ENTREGADO,180.3,True,ORD-004181,2026-02-19,2026-02-15,2026-02-18,entregado,180.3,❌ orden_id: duplicado (CRÍTICO - ORD-004181 ya existe con fecha_proceso más reciente) - Este registro va a data sucia
ORD-001026,C00606,2025-08-28,2025-08-29,2025-08-29,APP B2B,ENTREGADO,333.4,True,ORD-001026,2025-08-29,2025-08-28,2025-08-29,ENTREGADO,333.4,❌ orden_id: duplicado (CRÍTICO - ORD-001026 ya existe con fecha_proceso más reciente) - Este registro va a data sucia
ORD-001632,C00301,2025-09-03,2025-09-06,2025-09-06,TELEVENTAS,ENTREGADO,513.02,True,ORD-001632,2025-09-06,2025-09-03,2025-09-06,entregado,513.02,❌ orden_id: duplicado (CRÍTICO - ORD-001632 ya existe con fecha_proceso más reciente) - Este registro va a data sucia
ORD-000506,C00221,2025-07-08,2025-07-09,2025-07-09,VENDEDOR,ENTREGADO,475.46,True,ORD-000506,2025-07-09,2025-07-08,2025-07-09,ENTREGADO,475.46,❌ orden_id: duplicado (CRÍTICO - ORD-000506 ya existe con fecha_proceso más reciente) - Este registro va a data sucia
ORD-001121,C00464,2025-08-14,2025-08-17,2025-08-17,TELEVENTAS,ENTREGADO,878.94,True,ORD-001121,2025-08-17,2025-08-14,2025-08-17,Entregado,878.94,❌ orden_id: duplicado (CRÍTICO - ORD-001121 ya existe con fecha_proceso más reciente) - Este registro va a data sucia
ORD-003714,C00002,2026-01-06,2026-01-09,2026-01-09,VENDEDOR,ENTREGADO,-41.61,False,,2026-01-09,2026-01-06,2026-01-09,ENTREGADO,-41.61,monto_total: debe ser > 0 (valor: -41.61)
ORD-004382,C00545,2026-02-22,2026-02-24,2026-02-25,TELEVENTAS,ENTREGADO,257.56,True,ORD-004382,2026-02-25,2026-02-22,2026-02-24,Entregado,257.56,❌ orden_id: duplicado (CRÍTICO - ORD-004382 ya existe con fecha_proceso más reciente) - Este registro va a data sucia
ORD-002494,C00026,2025-11-24,2025-11-25,2025-11-26,VENDEDOR,ENTREGADO,520.97,True,ORD-002494,2025-11-26,2025-11-24,2025-11-25,ENTREGADO,520.97,❌ orden_id: duplicado (CRÍTICO - ORD-002494 ya existe con fecha_proceso más reciente) - Este registro va a data sucia
ORD-005446,C00235,2026-05-01,2026-05-03,2026-05-03,APP B2B,DEVUELTO,0.0,False,,2026-05-03,2026-05-01,2026-05-03,DEVUELTO,0.0,monto_total: debe ser > 0 (valor: 0.0)
ORD-004431,C00091,2026-02-10,2026-02-12,2026-02-12,APP B2B,ENTREGADO,239.97,True,ORD-004431,2026-02-12,2026-02-10,2026-02-12,ENTREGADO,239.97,❌ orden_id: duplicado (CRÍTICO - ORD-004431 ya existe con fecha_proceso más reciente) - Este registro va a data sucia
ORD-004506,C00024,2026-03-09,2026-03-11,2026-03-11,APP B2B,ENTREGADO,589.73,True,ORD-004506,2026-03-11,2026-03-09,2026-03-11,ENTREGADO,589.73,❌ orden_id: duplicado (CRÍTICO - ORD-004506 ya existe con fecha_proceso más reciente) - Este registro va a data sucia
ORD-003293,C00078,2025-12-10,2025-12-13,2025-12-13,TELEVENTAS,ENTREGADO,103.66,True,ORD-003293,2025-12-13,2025-12-10,2025-12-13,ENTREGADO,103.66,❌ orden_id: duplicado (CRÍTICO - ORD-003293 ya existe con fecha_proceso más reciente) - Este registro va a data sucia
ORD-005231,C00001,2026-04-15,2026-04-16,2026-04-16,TELEVENTAS,ENTREGADO,199.69,True,ORD-005231,2026-04-16,2026-04-15,2026-04-16,ENTREGADO,199.69,❌ orden_id: duplicado (CRÍTICO - ORD-005231 ya existe con fecha_proceso más reciente) - Este registro va a data sucia
ORD-002981,C00024,2025-12-09,2025-12-10,2025-12-10,TELEVENTAS,ENTREGADO,127.75,True,ORD-002981,2025-12-10,2025-12-09,2025-12-10,entregado,127.75,❌ orden_id: duplicado (CRÍTICO - ORD-002981 ya existe con fecha_proceso más reciente) - Este registro va a data sucia
ORD-002261,C00084,2025-10-29,2025-10-31,2025-10-31,APP B2B,ENTREGADO,172.05,True,ORD-002261,2025-10-31,2025-10-29,2025-10-31,Entregado,172.05,❌ orden_id: duplicado (CRÍTICO - ORD-002261 ya existe con fecha_proceso más reciente) - Este registro va a data sucia
ORD-003147,C00013,2025-12-13,2025-12-16,2025-12-16,APP B2B,ENTREGADO,119.44,True,ORD-003147,2025-12-16,2025-12-13,16/12/2025,ENTREGADO,119.44,❌ orden_id: duplicado (CRÍTICO - ORD-003147 ya existe con fecha_proceso más reciente) - Este registro va a data sucia
ORD-000089,C00077,2025-06-29,2025-07-01,2025-07-02,APP B2B,ENTREGADO,602.73,True,ORD-000089,2025-07-02,2025-06-29,2025-07-01,entregado,602.73,❌ orden_id: duplicado (CRÍTICO - ORD-000089 ya existe con fecha_proceso más reciente) - Este registro va a data sucia
ORD-001046,C00016,2025-08-12,2025-08-12,2025-08-12,VENDEDOR,ENTREGADO,151.69,True,ORD-001046,2025-08-12,2025-08-12,2025-08-12,Entregado,151.69,❌ orden_id: duplicado (CRÍTICO - ORD-001046 ya existe con fecha_proceso más reciente) - Este registro va a data sucia
ORD-000138,C00419,2025-06-30,2025-07-02,2025-07-03,VENDEDOR,ENTREGADO,15.15,True,ORD-000138,2025-07-03,2025-06-30,2025-07-02,ENTREGADO,15.15,❌ orden_id: duplicado (CRÍTICO - ORD-000138 ya existe con fecha_proceso más reciente) - Este registro va a data sucia
ORD-002575,C00050,2025-11-13,2025-11-15,2025-11-15,APP B2B,ENTREGADO,48.6,True,ORD-002575,2025-11-15,2025-11-13,2025-11-15,ENTREGADO,48.6,❌ orden_id: duplicado (CRÍTICO - ORD-002575 ya existe con fecha_proceso más reciente) - Este registro va a data sucia
ORD-000304,C00001,2025-06-22,2025-06-25,2025-06-25,APP B2B,ENTREGADO,460.71,True,ORD-000304,2025-06-25,2025-06-22,2025-06-25,ENTREGADO,460.71,❌ orden_id: duplicado (CRÍTICO - ORD-000304 ya existe con fecha_proceso más reciente) - Este registro va a data sucia
ORD-005519,C00273,2026-05-12,2026-05-15,2026-05-16,VENDEDOR,ENTREGADO,785.26,True,ORD-005519,2026-05-16,2026-05-12,2026-05-15,Entregado,785.26,❌ orden_id: duplicado (CRÍTICO - ORD-005519 ya existe con fecha_proceso más reciente) - Este registro va a data sucia
ORD-005123,C00125,2026-04-18,2026-04-21,2026-04-22,APP B2B,ENTREGADO,505.24,True,ORD-005123,2026-04-22,2026-04-18,2026-04-21,ENTREGADO,505.24,❌ orden_id: duplicado (CRÍTICO - ORD-005123 ya existe con fecha_proceso más reciente) - Este registro va a data sucia
ORD-001953,C00005,2025-10-15,2025-10-16,2025-10-16,VENDEDOR,ENTREGADO,0.0,False,,2025-10-16,2025-10-15,2025-10-16,ENTREGADO,0.0,monto_total: debe ser > 0 (valor: 0.0)
ORD-004776,C00785,2026-03-16,2026-03-17,2026-03-17,VENDEDOR,ENTREGADO,832.64,True,ORD-004776,2026-03-17,2026-03-16,17/03/2026,ENTREGADO,832.64,❌ orden_id: duplicado (CRÍTICO - ORD-004776 ya existe con fecha_proceso más reciente) - Este registro va a data sucia
ORD-001094,C00145,2025-08-19,2025-08-20,2025-08-20,APP B2B,ENTREGADO,359.8,True,ORD-001094,2025-08-20,2025-08-19,2025-08-20,entregado,359.8,❌ orden_id: duplicado (CRÍTICO - ORD-001094 ya existe con fecha_proceso más reciente) - Este registro va a data sucia
ORD-003323,C00191,2025-12-16,2025-12-17,2025-12-18,TELEVENTAS,ENTREGADO,192.34,True,ORD-003323,2025-12-18,2025-12-16,2025-12-17,ENTREGADO,192.34,❌ orden_id: duplicado (CRÍTICO - ORD-003323 ya existe con fecha_proceso más reciente) - Este registro va a data sucia
ORD-004881,C00005,2026-04-19,2026-04-21,2026-04-21,VENDEDOR,ENTREGADO,49.63,True,ORD-004881,2026-04-21,2026-04-19,2026-04-21,ENTREGADO,49.63,❌ orden_id: duplicado (CRÍTICO - ORD-004881 ya existe con fecha_proceso más reciente) - Este registro va a data sucia
ORD-005003,C00537,2026-04-20,2026-04-21,2026-04-21,APP B2B,ENTREGADO,-6.61,False,,2026-04-21,2026-04-20,2026-04-21,ENTREGADO,-6.61,monto_total: debe ser > 0 (valor: -6.61)
ORD-002252,C00111,2025-10-22,2025-10-25,2025-10-26,APP B2B,ENTREGADO,746.7,True,ORD-002252,2025-10-26,2025-10-22,2025-10-25,ENTREGADO,746.7,❌ orden_id: duplicado (CRÍTICO - ORD-002252 ya existe con fecha_proceso más reciente) - Este registro va a data sucia
ORD-002816,C00166,2025-11-02,2025-11-03,2025-11-04,TELEVENTAS,ENTREGADO,0.0,False,,2025-11-04,2025-11-02,2025-11-03,ENTREGADO,0.0,monto_total: debe ser > 0 (valor: 0.0)
ORD-001736,C00217,2025-09-02,2025-09-02,2025-09-02,APP B2B,ENTREGADO,185.1,True,ORD-001736,2025-09-02,2025-09-02,2025-09-02,entregado,185.1,❌ orden_id: duplicado (CRÍTICO - ORD-001736 ya existe con fecha_proceso más reciente) - Este registro va a data sucia
ORD-001205,C00162,2025-08-18,2025-08-18,2025-08-18,VENDEDOR,ENTREGADO,193.86,True,ORD-001205,2025-08-18,2025-08-18,2025-08-18,ENTREGADO,193.86,❌ orden_id: duplicado (CRÍTICO - ORD-001205 ya existe con fecha_proceso más reciente) - Este registro va a data sucia
ORD-002935,C00039,2025-12-06,2025-12-09,2025-12-09,APP B2B,ENTREGADO,283.81,True,ORD-002935,2025-12-09,2025-12-06,2025-12-09,Entregado,283.81,❌ orden_id: duplicado (CRÍTICO - ORD-002935 ya existe con fecha_proceso más reciente) - Este registro va a data sucia
ORD-001218,C00003,2025-08-04,2025-08-04,2025-08-05,APP B2B,ENTREGADO,686.74,True,ORD-001218,2025-08-05,2025-08-04,2025-08-04,entregado,686.74,❌ orden_id: duplicado (CRÍTICO - ORD-001218 ya existe con fecha_proceso más reciente) - Este registro va a data sucia
ORD-004626,C00001,2026-03-17,2026-03-19,2026-03-20,VENDEDOR,ENTREGADO,321.49,True,ORD-004626,2026-03-20,2026-03-17,2026-03-19,ENTREGADO,321.49,❌ orden_id: duplicado (CRÍTICO - ORD-004626 ya existe con fecha_proceso más reciente) - Este registro va a data sucia
ORD-004342,C00666,2026-02-23,2026-02-24,2026-02-24,VENDEDOR,ENTREGADO,265.23,True,ORD-004342,2026-02-24,2026-02-23,2026-02-24,entregado,265.23,❌ orden_id: duplicado (CRÍTICO - ORD-004342 ya existe con fecha_proceso más reciente) - Este registro va a data sucia
ORD-002292,C00187,2025-10-20,2025-10-22,2025-10-27,DISTRIBUIDOR,ENTREGADO,0.0,False,,2025-10-27,2025-10-20,2025-10-22,ENTREGADO,0.0,monto_total: debe ser > 0 (valor: 0.0)
ORD-001501,C00193,2025-09-15,2025-09-15,2025-09-17,DISTRIBUIDOR,ENTREGADO,630.86,True,ORD-001501,2025-09-17,2025-09-15,2025-09-15,ENTREGADO,630.86,❌ orden_id: duplicado (CRÍTICO - ORD-001501 ya existe con fecha_proceso más reciente) - Este registro va a data sucia
ORD-005240,C00024,2026-04-02,2026-04-02,2026-04-03,APP B2B,ENTREGADO,230.08,True,ORD-005240,2026-04-03,2026-04-02,2026-04-02,ENTREGADO,230.08,❌ orden_id: duplicado (CRÍTICO - ORD-005240 ya existe con fecha_proceso más reciente) - Este registro va a data sucia
ORD-004211,C00428,2026-02-14,2026-02-16,2026-02-16,VENDEDOR,ENTREGADO,127.07,True,ORD-004211,2026-02-16,2026-02-14,2026-02-16,Entregado,127.07,❌ orden_id: duplicado (CRÍTICO - ORD-004211 ya existe con fecha_proceso más reciente) - Este registro va a data sucia
ORD-002214,C00385,2025-10-27,2025-10-28,2025-10-29,APP B2B,ENTREGADO,366.85,True,ORD-002214,2025-10-29,2025-10-27,2025-10-28,Entregado,366.85,❌ orden_id: duplicado (CRÍTICO - ORD-002214 ya existe con fecha_proceso más reciente) - Este registro va a data sucia
ORD-003780,C00002,2026-01-10,2026-01-12,2026-01-13,TELEVENTAS,ENTREGADO,0.0,False,,2026-01-13,2026-01-10,2026-01-12,ENTREGADO,0.0,monto_total: debe ser > 0 (valor: 0.0)
ORD-004911,C00041,2026-04-05,2026-04-05,2026-04-06,APP B2B,ENTREGADO,107.37,True,ORD-004911,2026-04-06,2026-04-05,2026-04-05,Entregado,107.37,❌ orden_id: duplicado (CRÍTICO - ORD-004911 ya existe con fecha_proceso más reciente) - Este registro va a data sucia
ORD-000092,C00694,2025-06-16,2025-06-17,2025-06-18,APP B2B,ENTREGADO,63.28,True,ORD-000092,2025-06-18,2025-06-16,2025-06-17,entregado,63.28,❌ orden_id: duplicado (CRÍTICO - ORD-000092 ya existe con fecha_proceso más reciente) - Este registro va a data sucia
ORD-002233,C00249,2025-10-05,2025-10-06,2025-10-07,VENDEDOR,ENTREGADO,144.57,True,ORD-002233,2025-10-07,2025-10-05,2025-10-06,entregado,144.57,❌ orden_id: duplicado (CRÍTICO - ORD-002233 ya existe con fecha_proceso más reciente) - Este registro va a data sucia
ORD-000812,C00001,2025-07-12,2025-07-15,2025-07-16,APP B2B,ENTREGADO,764.15,True,ORD-000812,2025-07-16,2025-07-12,2025-07-15,ENTREGADO,764.15,❌ orden_id: duplicado (CRÍTICO - ORD-000812 ya existe con fecha_proceso más reciente) - Este registro va a data sucia
ORD-001301,C00597,2025-08-14,2025-08-17,2025-08-18,APP B2B,ENTREGADO,550.17,True,ORD-001301,2025-08-18,2025-08-14,2025-08-17,ENTREGADO,550.17,❌ orden_id: duplicado (CRÍTICO - ORD-001301 ya existe con fecha_proceso más reciente) - Este registro va a data sucia
ORD-005014,C00001,2026-04-02,2026-04-05,2026-04-06,VENDEDOR,ENTREGADO,739.73,True,ORD-005014,2026-04-06,2026-04-02,2026-04-05,ENTREGADO,739.73,❌ orden_id: duplicado (CRÍTICO - ORD-005014 ya existe con fecha_proceso más reciente) - Este registro va a data sucia
ORD-004182,C00088,2026-02-11,2026-02-12,2026-02-12,VENDEDOR,ENTREGADO,99.58,True,ORD-004182,2026-02-12,2026-02-11,2026-02-12,ENTREGADO,99.58,❌ orden_id: duplicado (CRÍTICO - ORD-004182 ya existe con fecha_proceso más reciente) - Este registro va a data sucia
ORD-002759,C00010,2025-11-04,2025-11-05,2025-11-06,APP B2B,ENTREGADO,466.06,True,ORD-002759,2025-11-06,2025-11-04,2025-11-05,ENTREGADO,466.06,❌ orden_id: duplicado (CRÍTICO - ORD-002759 ya existe con fecha_proceso más reciente) - Este registro va a data sucia
ORD-005340,C00259,2026-05-02,2026-05-02,2026-05-03,APP B2B,ENTREGADO,338.89,True,ORD-005340,2026-05-03,2026-05-02,2026-05-02,entregado,338.89,❌ orden_id: duplicado (CRÍTICO - ORD-005340 ya existe con fecha_proceso más reciente) - Este registro va a data sucia
ORD-005512,C00044,2026-05-01,2026-05-02,2026-05-02,APP B2B,ENTREGADO,385.59,True,ORD-005512,2026-05-02,2026-05-01,2026-05-02,Entregado,385.59,❌ orden_id: duplicado (CRÍTICO - ORD-005512 ya existe con fecha_proceso más reciente) - Este registro va a data sucia
ORD-005001,C00133,2026-04-23,2026-04-25,2026-04-25,TELEVENTAS,ENTREGADO,0.0,False,,2026-04-25,2026-04-23,2026-04-25,ENTREGADO,0.0,monto_total: debe ser > 0 (valor: 0.0)
ORD-003258,C00099,2025-12-12,2025-12-14,2025-12-14,VENDEDOR,ENTREGADO,199.51,True,ORD-003258,2025-12-14,2025-12-12,2025-12-14,Entregado,199.51,❌ orden_id: duplicado (CRÍTICO - ORD-003258 ya existe con fecha_proceso más reciente) - Este registro va a data sucia
