cliente_id,nombre_comercial,canal,region,distrito,fecha_alta,estado
C00298,Bodega Castillo 353,Bodega,Cusco,Cercado,2019-06-10,ACTIVO
C00299,Minimarket Huamán 444,Minimarket,Lima Norte,Wanchaq,2023-08-22,ACTIVO
C00300,Bodega Huamán 166,Bodega,Lima Este,Wanchaq,2021-08-14,INACTIVO
C00301,Bodega Paredes 81,Bodega,Lima Este,Wanchaq,2020-10-23,ACTIVO
C00302,Bodega Ramos 311,Bodega,Cusco,Surco,2024-11-21,ACTIVO
C00303,Bodega Vargas 158,Bodega,Arequipa,Miraflores,2019-12-03,ACTIVO
C00304,Minimarket Paredes 30,Minimarket,Lima Norte ,Surco,2018-11-29,ACTIVO
C00305,Minimarket Vargas 427,Minimarket,Lima Norte,Surco,2024-12-06,ACTIVO
C00306,Restaurante Ramos 980,Restaurante/Bar,Piura,Villa El Salvador,2021-05-22,ACTIVO
C00307,Bodega Rojas 465,Bodega,Lima Norte,El Porvenir,2018-10-26,ACTIVO
C00308,Bodega García 349,Bodega,Lima Centro,Los Olivos,2024-10-20,ACTIVO
C00309,Mayorista Paredes 354,Mayorista,Lima Centro,Wanchaq,2022-06-22,ACTIVO
C00310,Bodega Torres 248,Bodega,Lima Sur,Ate,2023-03-26,ACTIVO
C00311,Bodega Quispe 298,Bodega,Trujillo,Paucarpata,2022-04-23,INACTIVO
C00312,Bodega Paredes 336,Bodega,Arequipa,Cercado,2024-06-24,ACTIVO
C00313,Bodega Castillo 479,Bodega,Callao,San Juan,2023-08-05,INACTIVO
C00314,Restaurante Castillo 469,Restaurante/Bar,Lima Este,Comas,2020-09-13,ACTIVO
C00315,Mayorista Sánchez 612,Mayorista,Piura,Comas,2025-05-03,ACTIVO
C00316,Minimarket Mamani 138,Minimarket,Arequipa,Cayma,2020-12-19,ACTIVO
C00317,Bodega Quispe 584,Bodega,Lima Este,Ventanilla,,ACTIVO
C00318,Bodega Castillo 462,Bodega,Callao,Miraflores,2024-03-02,ACTIVO
C00319,Bodega Flores 132,Bodega,Trujillo,Cayma,2019-02-01,ACTIVO
C00320,Bodega Torres 774,Bodega,Lima Este,El Porvenir,2019-08-14,ACTIVO
C00321,Bodega Quispe 40,Bodega,Arequipa,Wanchaq,2019-07-16,ACTIVO
C00322,Minimarket Vargas 915,Minimarket,Lima Centro,Miraflores,2023-10-13,ACTIVO
C00323,Minimarket Mamani 632,Minimarket,Arequipa,Wanchaq,2021-05-10,ACTIVO
C00324,Bodega Chávez 577,Bodega,Piura,Cayma,2021-05-12,ACTIVO
C00325,Restaurante Flores 427,Restaurante/Bar,Callao,Los Olivos,2024-07-18,INACTIVO
C00326,Minimarket Ramos 28,Minimarket,Piura,Surco,2024-09-10,ACTIVO
C00327,Bodega Díaz 593,Bodega,Lima Este,Miraflores,2024-06-23,ACTIVO
C00328,Bodega Castillo 645,Bodega,Trujillo,Surco,2026-02-01,ACTIVO
C00329,Bodega Vargas 971,Bodega,Lima Sur,Castilla,2025-11-09,ACTIVO
C00330,Bodega Huamán 423,Bodega,Lima Este,Villa El Salvador,2025-09-29,ACTIVO
C00331,Bodega Sánchez 894,Bodega,Lima Norte,Wanchaq,2026-02-27,ACTIVO
C00332,Mayorista Torres 679,Mayorista,Cusco,Cercado,2023-05-14,ACTIVO
C00333,Bodega Castillo 351,Bodega,Arequipa,Paucarpata,2024-02-16,ACTIVO
C00334,Bodega Ramos 823,Bodega,Callao,Ate,2025-10-10,INACTIVO
C00335,Bodega Rojas 572,Bodega,Lima Este ,Villa El Salvador,2021-05-07,ACTIVO
C00336,Bodega García 707,Bodega,Piura,Cayma,2025-11-27,ACTIVO
C00337,Restaurante Díaz 739,Restaurante/Bar,Callao,Surco,2021-01-25,ACTIVO
C00338,Minimarket Mamani 839,Minimarket,Lima Centro,Ventanilla,2021-11-14,INACTIVO
C00339,Bodega Flores 355,Bodega,Callao,Ate,2022-12-17,ACTIVO
C00340,Bodega Castillo 278,Bodega,Callao,Miraflores,2024-04-21,ACTIVO
C00341,Bodega García 249,Bodega,Cusco,Ate,2018-07-27,ACTIVO
C00342,Bodega Mamani 339,Bodega,Piura,Villa El Salvador,2026-01-17,ACTIVO
C00343,Bodega Castillo 952,Bodega,Trujillo,La Esperanza,2019-10-09,INACTIVO
C00344,Bodega Sánchez 667,Bodega,Callao,Surco,2020-03-27,ACTIVO
C00345,Bodega Díaz 92,Bodega,Lima Este,Los Olivos,2025-04-25,INACTIVO
C00346,Bodega Quispe 936,Bodega,Trujillo,Cercado,2019-12-19,INACTIVO
C00347,Minimarket Quispe 857,Minimarket,Piura,Los Olivos,2022-06-15,INACTIVO
C00348,Bodega Rojas 898,Bodega,Lima Norte,Miraflores,2018-06-03,ACTIVO
C00349,Bodega Torres 292,Bodega,Cusco,La Esperanza,2023-02-05,INACTIVO
C00350,Minimarket Paredes 517,Minimarket,Callao,San Juan,2023-04-02,ACTIVO
C00351,Bodega Chávez 470,Bodega,Callao,Comas,2025-04-09,ACTIVO
C00352,Restaurante Díaz 303,Restaurante/Bar,Lima Este,Paucarpata,2024-05-14,ACTIVO
C00353,Minimarket Mamani 847,Minimarket,Cusco,El Porvenir,2022-10-18,ACTIVO
C00354,Bodega Huamán 144,Bodega,Arequipa,Comas,2023-05-10,ACTIVO
C00355,Bodega García 458,Bodega,Arequipa,Los Olivos,2020-12-29,ACTIVO
C00356,Minimarket Rojas 670,Minimarket,Lima Este,San Juan,2022-01-12,ACTIVO
C00357,Bodega Huamán 416,Bodega,Cusco,La Esperanza,2025-09-11,ACTIVO
C00358,Bodega Rojas 707,Bodega,Callao,Ate,2019-04-26,ACTIVO
C00359,Restaurante Huamán 490,Restaurante/Bar,Piura,Miraflores,2019-09-20,ACTIVO
C00360,Bodega Chávez 563,Bodega,Cusco,Paucarpata,2023-04-13,ACTIVO
C00361,Bodega García 697,Bodega,Lima Sur,Wanchaq,2024-09-06,ACTIVO
C00362,Minimarket Flores 940,Minimarket,Lima Sur,Wanchaq,2024-04-29,INACTIVO
C00363,Bodega García 587,Bodega,Lima Centro,Paucarpata,2024-01-08,ACTIVO
C00364,Bodega Flores 697,Bodega,Piura,Wanchaq,2020-04-21,ACTIVO
C00365,Restaurante Quispe 465,Restaurante/Bar,Cusco,Miraflores,2019-06-25,ACTIVO
C00366,Bodega Sánchez 689,Bodega,Lima Norte,Paucarpata,2021-06-16,ACTIVO
C00367,Restaurante García 593,Restaurante/Bar,Lima Norte,Los Olivos,2018-10-27,ACTIVO
C00368,Restaurante Quispe 958,Restaurante/Bar,Piura,El Porvenir,2018-10-10,ACTIVO
C00369,Bodega Huamán 785,Bodega,Trujillo,La Esperanza,2025-03-12,ACTIVO
C00370,Bodega Paredes 940,Bodega,Trujillo,Surco,2022-03-27,INACTIVO
C00371,Bodega Huamán 670,Bodega,Lima Sur,Wanchaq,2021-11-25,ACTIVO
C00372,Bodega Huamán 746,Bodega,Lima Norte,Ventanilla,2020-07-01,ACTIVO
C00373,Bodega Chávez 558,Bodega,Cusco,Ate,2022-10-04,ACTIVO
C00374,Minimarket Torres 159,Minimarket,Lima Este,Los Olivos,2021-02-03,ACTIVO
C00375,Bodega Quispe 829,Bodega,Trujillo,La Esperanza,2025-05-28,INACTIVO
C00376,Bodega Quispe 247,Bodega,Lima Sur,Comas,2020-04-24,ACTIVO
C00377,Mayorista Ramos 721,Mayorista,Lima Este,El Porvenir,2018-07-19,ACTIVO
C00378,Bodega Castillo 223,Bodega,Lima Centro,Ventanilla,2018-08-20,ACTIVO
C00379,Mayorista Chávez 590,Mayorista,Arequipa,La Esperanza,2021-07-30,ACTIVO
C00380,Bodega Ramos 534,Bodega,Trujillo,Comas,2020-06-24,ACTIVO
C00381,Bodega Vargas 901,Bodega,Trujillo,Comas,2019-12-19,INACTIVO
C00382,Minimarket Ramos 688,Minimarket,Cusco,El Porvenir,2022-04-11,ACTIVO
C00383,Minimarket Rojas 386,Minimarket,Cusco,Paucarpata,2020-01-24,ACTIVO
C00384,Restaurante Paredes 725,Restaurante/Bar,Piura,Wanchaq,2019-08-15,ACTIVO
C00385,Minimarket Mamani 571,Minimarket,Lima Centro,Ventanilla,2023-12-11,ACTIVO
C00386,Mayorista Ramos 81,Mayorista,Arequipa,Los Olivos,2023-01-17,ACTIVO
C00387,Bodega Quispe 275,Bodega,Lima Norte,Ate,2022-03-25,ACTIVO
C00388,Bodega Vargas 742,Bodega,Cusco,Ate,2025-07-13,INACTIVO
C00389,Mayorista Torres 311,Mayorista,Lima Este,Los Olivos,2018-03-04,ACTIVO
C00390,Mayorista Díaz 491,Mayorista,Lima Este,Ate,2020-09-20,ACTIVO
C00391,Restaurante Díaz 290,Restaurante/Bar,Piura,Cayma,2022-04-09,ACTIVO
C00392,Bodega Torres 526,Bodega,Piura,Los Olivos,2023-07-30,ACTIVO
C00393,Bodega Paredes 328,Bodega,Arequipa,Comas,2020-04-12,ACTIVO
C00394,Mayorista García 760,Mayorista,Lima Norte,La Esperanza,2019-08-21,ACTIVO
C00395,Bodega Chávez 428,Bodega,Lima Centro,Ate,2021-04-24,ACTIVO
C00396,Restaurante Paredes 252,Restaurante/Bar,Cusco,Surco,2023-08-08,ACTIVO
C00397,Restaurante Díaz 842,Restaurante/Bar,Piura,Los Olivos,2023-06-25,ACTIVO
C00398,Bodega Huamán 144,Bodega,Cusco,La Esperanza,2026-01-29,INACTIVO
C00399,Mayorista Ramos 981,Mayorista,Cusco,Paucarpata,2018-08-29,ACTIVO
C00400,Mayorista Paredes 685,Mayorista,Lima Norte,Paucarpata,2018-07-18,ACTIVO
C00401,Bodega Flores 725,Bodega,Lima Norte,Castilla,2019-09-11,ACTIVO
C00402,Restaurante Vargas 654,Restaurante/Bar,Piura,Comas,2025-06-24,ACTIVO
C00403,Bodega Castillo 422,Bodega,Lima Norte,Ventanilla,2018-02-18,ACTIVO
C00404,Mayorista Rojas 18,Mayorista,Trujillo,La Esperanza,2023-08-20,ACTIVO
C00405,Bodega Flores 537,Bodega,Lima Este,Wanchaq,2019-09-02,ACTIVO
C00406,Restaurante Torres 274,Restaurante/Bar,Lima Sur,El Porvenir,2022-06-14,ACTIVO
C00407,Bodega García 714,Bodega,Callao,Paucarpata,2020-07-14,ACTIVO
C00408,Bodega Paredes 666,Bodega,Lima Sur,El Porvenir,2018-05-10,ACTIVO
C00409,Restaurante Quispe 653,Restaurante/Bar,Lima Centro,Paucarpata,2018-02-08,ACTIVO
C00410,Bodega Díaz 340,Bodega,Lima Sur,La Esperanza,2024-05-06,ACTIVO
C00411,Bodega García 923,Bodega,Piura,La Esperanza,2025-10-06,ACTIVO
C00412,Restaurante Rojas 921,Restaurante/Bar,Lima Norte,Paucarpata,2024-02-03,ACTIVO
C00413,Restaurante García 602,Restaurante/Bar,Trujillo,Ventanilla,2019-08-14,ACTIVO
C00414,Bodega García 581,Bodega,Cusco,Villa El Salvador,2022-05-13,ACTIVO
C00415,Minimarket Díaz 706,Minimarket,Lima Sur,Cayma,2026-02-14,ACTIVO
C00416,Bodega Mamani 238,Bodega,Arequipa,Miraflores,2018-11-08,INACTIVO
C00417,Bodega Mamani 993,Bodega,Lima Norte,Villa El Salvador,2021-08-29,INACTIVO
C00418,Bodega Sánchez 234,Bodega,CUSCO,Cercado,2021-12-28,ACTIVO
C00419,Minimarket Ramos 390,Minimarket,Callao,Los Olivos,2018-12-18,ACTIVO
C00420,Mayorista Rojas 158,Mayorista,Lima Centro,Cayma,2022-04-06,ACTIVO
C00421,Mayorista Flores 6,Mayorista,Piura,Ventanilla,2021-06-16,ACTIVO
C00422,Mayorista Flores 192,Mayorista,Piura,Wanchaq,2022-11-01,ACTIVO
C00423,Bodega Quispe 92,Bodega,Cusco,Miraflores,2021-12-20,ACTIVO
C00424,Bodega Paredes 395,Bodega,Callao,Villa El Salvador,2018-02-20,ACTIVO
C00425,Bodega Castillo 927,Bodega,Cusco,El Porvenir,2020-09-21,ACTIVO
C00426,Bodega Rojas 309,Bodega,Piura,Cercado,2021-01-04,ACTIVO
C00427,Bodega Mamani 307,Bodega,Lima Sur,Ate,2023-06-07,ACTIVO
C00428,Restaurante Sánchez 609,Restaurante/Bar,Lima Este,Cercado,2024-11-30,ACTIVO
C00429,Bodega Mamani 341,Bodega,Trujillo,Cayma,2024-12-15,ACTIVO
C00430,Bodega Mamani 836,Bodega,Lima Centro,Miraflores,2025-04-20,INACTIVO
C00431,Bodega García 491,Bodega,Lima Centro ,Ventanilla,2021-07-10,ACTIVO
C00432,Mayorista Ramos 503,Mayorista,Lima Este,Ventanilla,2024-06-16,ACTIVO
C00433,Bodega Mamani 374,Bodega,Lima Este,Wanchaq,2019-04-12,ACTIVO
C00434,Bodega Díaz 564,Bodega,piura,Castilla,2018-04-21,ACTIVO
C00435,Bodega Paredes 710,Bodega,Trujillo,Cercado,2018-10-11,ACTIVO
C00436,Minimarket García 259,Minimarket,Lima Centro,Villa El Salvador,2025-05-21,ACTIVO
C00437,Bodega Sánchez 613,Bodega,Trujillo,La Esperanza,2023-05-17,INACTIVO
C00438,Mayorista Chávez 429,Mayorista,Lima Norte,Cayma,2024-02-05,ACTIVO
C00439,Minimarket Díaz 550,Minimarket,Lima Sur,Ate,2024-08-29,ACTIVO
C00440,Bodega Torres 171,Bodega,Lima Norte,Surco,2025-04-04,ACTIVO
C00441,Bodega Mamani 991,Bodega,Trujillo,San Juan,2021-09-20,ACTIVO
C00442,Restaurante Castillo 765,Restaurante/Bar,Cusco,Miraflores,2023-10-26,ACTIVO
C00443,Bodega Torres 401,Bodega,Cusco,Comas,2023-03-12,ACTIVO
C00444,Bodega Rojas 426,Bodega,Lima Sur,Los Olivos,2018-12-18,ACTIVO
C00445,Mayorista Rojas 352,Mayorista,Lima Este,Cayma,2023-02-09,ACTIVO
C00446,Restaurante Sánchez 740,Restaurante/Bar,Piura,Ventanilla,2025-10-24,ACTIVO
C00447,Restaurante Chávez 118,Restaurante/Bar,Arequipa,Surco,2018-04-03,ACTIVO
C00448,Mayorista Chávez 250,Mayorista,Lima Centro,Cayma,2023-10-15,ACTIVO
C00449,Bodega Sánchez 238,Bodega,Lima Centro,Surco,2022-07-18,ACTIVO
C00450,Bodega Quispe 756,Bodega,Lima Este,El Porvenir,2024-11-20,ACTIVO
C00451,Mayorista Chávez 220,Mayorista,Callao,Villa El Salvador,2020-04-22,ACTIVO
C00452,Bodega Vargas 105,Bodega,Lima Centro,Ate,2024-01-09,ACTIVO
C00453,Bodega Rojas 687,Bodega,Cusco ,Miraflores,2023-06-28,ACTIVO
C00454,Restaurante Mamani 602,Restaurante/Bar,Arequipa,Castilla,,ACTIVO
C00455,Bodega Paredes 690,Bodega,Callao,Miraflores,2025-12-01,ACTIVO
C00456,Bodega Huamán 321,Bodega,Lima Este,Cercado,2019-04-28,ACTIVO
C00457,Bodega Huamán 524,Bodega,Trujillo,Miraflores,2022-05-11,ACTIVO
C00458,Bodega Huamán 499,Bodega,Cusco,Surco,2025-02-16,INACTIVO
C00459,Bodega Huamán 569,Bodega,Piura,Cercado,2019-11-15,ACTIVO
C00460,Bodega Sánchez 635,Bodega,AREQUIPA,Cercado,2018-08-08,ACTIVO
C00461,Bodega Mamani 987,Bodega,Cusco,El Porvenir,2024-04-19,ACTIVO
C00462,Minimarket Mamani 728,Minimarket,Piura,Miraflores,2022-12-24,ACTIVO
C00463,Minimarket Díaz 226,Minimarket,Lima Norte,Wanchaq,2021-04-11,ACTIVO
C00464,Bodega Díaz 469,Bodega,Piura,San Juan,2024-05-05,ACTIVO
C00465,Restaurante Rojas 794,Restaurante/Bar,Arequipa,Villa El Salvador,2024-02-03,ACTIVO
C00466,Bodega Chávez 452,Bodega,LIMA ESTE,Los Olivos,2024-02-16,ACTIVO
C00467,Bodega Díaz 254,Bodega,Lima Norte,Cayma,2021-05-04,INACTIVO
C00468,Restaurante Flores 450,Restaurante/Bar,Lima Este,Los Olivos,2019-04-26,ACTIVO
C00469,Bodega Torres 882,Bodega,Trujillo,Cercado,2025-12-21,ACTIVO
C00470,Restaurante Paredes 212,Restaurante/Bar,Arequipa,Miraflores,2018-09-01,ACTIVO
C00471,Bodega Torres 721,Bodega,Callao,Paucarpata,2021-04-13,ACTIVO
C00472,Restaurante Ramos 835,Restaurante/Bar,LIMA-C,La Esperanza,2019-01-26,ACTIVO
C00473,Bodega Rojas 888,Bodega,Lima Centro,Cercado,2025-05-10,ACTIVO
C00474,Restaurante Chávez 330,Restaurante/Bar,Trujillo,Miraflores,2020-10-10,ACTIVO
C00475,Bodega Ramos 425,Bodega,Piura,Villa El Salvador,2022-03-17,INACTIVO
C00476,Restaurante Flores 413,Restaurante/Bar,Callao,La Esperanza,2023-10-13,ACTIVO
C00477,Bodega Sánchez 336,Bodega,Lima Norte,Paucarpata,2024-07-11,ACTIVO
C00478,Bodega Chávez 996,Bodega,Arequipa,Villa El Salvador,2023-02-21,ACTIVO
C00479,Restaurante García 992,Restaurante/Bar,Lima Este,Cayma,2022-10-26,ACTIVO
C00480,Bodega Torres 561,Bodega,Lima Centro,Castilla,2024-06-25,ACTIVO
C00481,Minimarket Ramos 781,Minimarket,Lima Norte,Villa El Salvador,2018-07-18,ACTIVO
C00482,Minimarket Quispe 128,Minimarket,Piura,El Porvenir,2019-10-10,ACTIVO
C00483,Bodega Chávez 932,Bodega,Callao,La Esperanza,2019-06-25,INACTIVO
C00484,Minimarket Flores 671,Minimarket,Callao,Surco,2022-01-16,INACTIVO
C00485,Bodega Huamán 54,Bodega,Callao,Villa El Salvador,2022-06-12,ACTIVO
C00486,Restaurante Ramos 94,Restaurante/Bar,Lima Sur,Castilla,2025-11-22,ACTIVO
C00487,Bodega Vargas 232,Bodega,Piura,Los Olivos,2023-10-29,ACTIVO
C00488,Bodega Flores 881,Bodega,Lima Centro,Ate,2022-09-26,ACTIVO
C00489,Restaurante Chávez 826,Restaurante/Bar,Lima Sur,La Esperanza,2019-02-24,ACTIVO
C00490,Restaurante Mamani 793,Restaurante/Bar,Lima Centro,Miraflores,2019-06-30,ACTIVO
C00491,Bodega Ramos 169,Bodega,Arequipa,Surco,2022-12-08,ACTIVO
C00492,Minimarket Mamani 631,Minimarket,Piura,San Juan,2025-09-13,INACTIVO
C00493,Bodega Huamán 771,Bodega,Trujillo,El Porvenir,2019-05-20,ACTIVO
C00494,Bodega Huamán 254,Bodega,Lima Sur,Miraflores,2021-02-08,ACTIVO
C00495,Bodega Vargas 292,Bodega,Lima Norte,Surco,2025-09-29,INACTIVO
C00496,Bodega García 531,Bodega,Cusco,El Porvenir,2024-10-21,ACTIVO
C00497,Bodega Quispe 803,Bodega,Piura,Ate,2020-09-07,ACTIVO
C00498,Bodega Vargas 73,Bodega,Lima Norte ,Cercado,2023-12-04,ACTIVO
C00499,Restaurante Paredes 583,Restaurante/Bar,Arequipa,Cercado,2022-09-20,ACTIVO
C00500,Restaurante Díaz 75,Restaurante/Bar,Lima Sur,Ate,2018-03-10,ACTIVO
C00501,Minimarket Quispe 972,Minimarket,Cusco,Los Olivos,2022-06-19,ACTIVO
C00502,Bodega Mamani 434,Bodega,Trujillo,Wanchaq,2025-11-14,ACTIVO
C00503,Bodega Huamán 285,Bodega,Callao,La Esperanza,2018-12-09,ACTIVO
C00504,Mayorista Díaz 160,Mayorista,Arequipa,Surco,2024-01-07,ACTIVO
C00505,Minimarket Ramos 698,Minimarket,Lima Sur,El Porvenir,2025-03-19,ACTIVO
C00506,Bodega Paredes 245,Bodega,Lima Este,El Porvenir,2018-08-26,ACTIVO
C00507,Restaurante Vargas 624,Restaurante/Bar,Callao,Surco,2018-08-14,ACTIVO
C00508,Mayorista Flores 13,Mayorista,Lima Centro,Cercado,2025-12-09,ACTIVO
C00509,Restaurante Torres 536,Restaurante/Bar,Callao,Cercado,2023-10-20,ACTIVO
C00510,Minimarket Paredes 276,Minimarket,Lima Norte,El Porvenir,2019-04-29,ACTIVO
C00511,Bodega Flores 270,Bodega,Lima Sur,Wanchaq,2025-12-27,ACTIVO
C00512,Bodega Sánchez 880,Bodega,Lima Centro,Ventanilla,2024-05-10,ACTIVO
C00513,Restaurante Vargas 691,Restaurante/Bar,Lima Sur,Wanchaq,2026-02-08,ACTIVO
C00514,Restaurante Paredes 884,Restaurante/Bar,Lima Este,Cayma,2018-02-20,ACTIVO
C00515,Bodega Huamán 184,Bodega,Cusco,Los Olivos,2018-05-25,ACTIVO
C00516,Bodega Mamani 230,Bodega,Lima Este,Los Olivos,2021-08-11,ACTIVO
C00517,Bodega Paredes 80,Bodega,Arequipa,Surco,2024-05-30,INACTIVO
C00518,Mayorista Huamán 229,Mayorista,LIMA NORTE,La Esperanza,2023-10-14,ACTIVO
C00519,Restaurante Rojas 793,Restaurante/Bar,Arequipa,Castilla,2021-06-26,ACTIVO
C00520,Bodega García 299,Bodega,Callao,Ate,2024-04-28,ACTIVO
C00521,Bodega Vargas 996,Bodega,Lima Este,Wanchaq,2023-07-14,ACTIVO
C00522,Bodega García 155,Bodega,Trujillo,Wanchaq,2018-01-27,ACTIVO
C00523,Restaurante Paredes 711,Restaurante/Bar,Arequipa,Surco,2018-02-09,ACTIVO
C00524,Mayorista Chávez 745,Mayorista,Lima Sur,Ate,2021-06-13,ACTIVO
C00525,Mayorista Quispe 996,Mayorista,Callao,La Esperanza,2019-08-07,ACTIVO
C00526,Bodega Paredes 533,Bodega,Arequipa,Los Olivos,2022-08-19,ACTIVO
C00527,Bodega Flores 518,Bodega,Trujillo,Miraflores,2019-07-01,ACTIVO
C00528,Bodega Ramos 988,Bodega,Lima Este,Paucarpata,2019-06-20,ACTIVO
C00529,Bodega Díaz 403,Bodega,Arequipa,Ventanilla,2025-11-10,ACTIVO
C00530,Restaurante García 140,Restaurante/Bar,Lima Sur,Cercado,2024-07-22,ACTIVO
C00531,Mayorista Torres 417,Mayorista,Cusco,Villa El Salvador,2019-05-10,ACTIVO
C00532,Restaurante Rojas 475,Restaurante/Bar,Lima Sur,Villa El Salvador,2020-12-21,ACTIVO
C00533,Restaurante Paredes 722,Restaurante/Bar,Lima Norte,Paucarpata,2025-10-25,ACTIVO
C00534,Bodega Flores 729,Bodega,Arequipa,Comas,2020-10-13,ACTIVO
C00535,Mayorista Rojas 840,Mayorista,LIMA-N,Wanchaq,2019-12-14,ACTIVO
C00536,Restaurante García 97,Restaurante/Bar,Lima Sur,Cercado,2023-03-08,ACTIVO
C00537,Mayorista Quispe 851,Mayorista,Lima Centro,El Porvenir,2020-06-29,ACTIVO
C00538,Bodega Ramos 961,Bodega,Lima Sur,Ventanilla,2025-03-25,INACTIVO
C00539,Bodega Flores 23,Bodega,Lima Este,Castilla,2018-09-22,ACTIVO
C00540,Bodega Flores 927,Bodega,Lima Sur,Castilla,,ACTIVO
C00541,Restaurante Vargas 444,Restaurante/Bar,Trujillo,El Porvenir,2026-02-15,ACTIVO
C00542,Bodega Huamán 363,Bodega,Lima Centro,Castilla,2020-05-29,INACTIVO
C00543,Bodega Quispe 629,Bodega,Lima Este,Castilla,2024-12-11,ACTIVO
C00544,Minimarket Castillo 491,Minimarket,Lima Sur,Cercado,2018-09-07,ACTIVO
C00545,Bodega Ramos 906,Bodega,Lima Este,Villa El Salvador,2023-11-24,ACTIVO
C00546,Bodega Quispe 392,Bodega,Arequipa,Villa El Salvador,2025-12-31,ACTIVO
C00547,Bodega Vargas 515,Bodega,Trujillo,Comas,2021-08-10,ACTIVO
C00548,Minimarket García 31,Minimarket,Lima Norte,Castilla,2021-02-24,ACTIVO
C00549,Bodega Díaz 599,Bodega,Lima Centro,Surco,2020-08-11,ACTIVO
C00550,Mayorista Castillo 836,Mayorista,Lima Este,Villa El Salvador,2018-08-18,ACTIVO
C00551,Bodega Paredes 866,Bodega,Lima Centro,Cayma,2019-12-13,ACTIVO
C00552,Restaurante Chávez 368,Restaurante/Bar,Lima Norte,Cayma,2024-08-20,INACTIVO
C00553,Bodega Vargas 146,Bodega,Lima Este,Villa El Salvador,2024-04-25,INACTIVO
C00554,Bodega Sánchez 556,Bodega,Lima Centro,San Juan,2021-06-19,ACTIVO
C00555,Restaurante Vargas 225,Restaurante/Bar,Cusco,Cayma,2018-03-23,INACTIVO
C00556,Bodega García 826,Bodega,Arequipa,La Esperanza,2019-06-19,ACTIVO
C00557,Bodega Paredes 332,Bodega,Lima Norte,Los Olivos,2018-09-01,INACTIVO
C00558,Bodega Díaz 114,Bodega,Arequipa ,Los Olivos,2023-11-26,INACTIVO
C00559,Mayorista Mamani 601,Mayorista,Arequipa,Cercado,2019-02-18,INACTIVO
C00560,Minimarket Chávez 972,Minimarket,Piura,Cercado,2022-11-25,ACTIVO
C00561,Minimarket Castillo 711,Minimarket,Arequipa,Miraflores,2024-11-18,ACTIVO
C00562,Bodega Mamani 315,Bodega,Callao,Los Olivos,2025-09-21,ACTIVO
C00563,Bodega Chávez 972,Bodega,Trujillo,Villa El Salvador,2024-06-04,INACTIVO
C00564,Bodega Quispe 187,Bodega,Arequipa,Miraflores,2024-10-03,ACTIVO
C00565,Bodega Vargas 107,Bodega,Lima Centro,San Juan,2023-07-26,ACTIVO
C00566,Bodega Torres 172,Bodega,Lima Sur,Surco,2025-02-18,ACTIVO
C00567,Bodega Torres 458,Bodega,Callao,Los Olivos,2018-02-16,ACTIVO
C00568,Bodega Rojas 806,Bodega,Lima Norte,Castilla,2019-03-19,ACTIVO
C00569,Restaurante Huamán 906,Restaurante/Bar,Piura,Cayma,2022-08-23,ACTIVO
C00570,Bodega Flores 849,Bodega,Lima Este,San Juan,2023-05-18,ACTIVO
C00571,Bodega Quispe 302,Bodega,Arequipa,San Juan,2018-03-24,ACTIVO
C00572,Mayorista Huamán 910,Mayorista,Lima Centro,Wanchaq,2022-03-18,INACTIVO
C00573,Bodega Flores 347,Bodega,Piura,El Porvenir,2024-08-30,INACTIVO
C00574,Minimarket Huamán 622,Minimarket,Lima Centro,Cayma,2022-11-14,ACTIVO
C00575,Restaurante García 420,Restaurante/Bar,Cusco,Los Olivos,2025-10-26,ACTIVO
C00576,Restaurante Ramos 289,Restaurante/Bar,Lima Este,El Porvenir,2021-05-03,ACTIVO
C00577,Bodega Paredes 503,Bodega,Lima Norte,El Porvenir,2019-09-22,ACTIVO
C00578,Restaurante Paredes 678,Restaurante/Bar,Piura,Comas,2025-01-04,ACTIVO
C00579,Bodega Ramos 299,Bodega,Piura,Ventanilla,2018-12-02,ACTIVO
C00580,Bodega Sánchez 501,Bodega,Callao,Wanchaq,2025-05-31,ACTIVO
C00581,Bodega Torres 907,Bodega,Arequipa,Comas,2022-04-12,ACTIVO
C00582,Restaurante Sánchez 270,Restaurante/Bar,Callao,Cercado,2020-07-15,ACTIVO
C00583,Bodega Ramos 100,Bodega,Arequipa,El Porvenir,2018-12-18,INACTIVO
C00584,Bodega Vargas 233,Bodega,Lima Norte,Paucarpata,2024-03-17,ACTIVO
C00585,Minimarket Castillo 704,Minimarket,Lima Este,San Juan,2023-04-29,ACTIVO
C00586,Bodega Paredes 732,Bodega,Cusco,Wanchaq,2018-05-23,ACTIVO
C00587,Bodega Ramos 636,Bodega,LIMA-S,Cercado,2019-08-27,INACTIVO
C00588,Bodega Huamán 996,Bodega,Lima Este,El Porvenir,2020-05-17,ACTIVO
C00589,Bodega Ramos 446,Bodega,Lima Centro,Ventanilla,2020-04-07,ACTIVO
C00590,Bodega Chávez 937,Bodega,Lima Sur,El Porvenir,2018-10-02,ACTIVO
C00591,Bodega Paredes 283,Bodega,Piura,Comas,2023-10-30,ACTIVO
C00592,Minimarket Vargas 602,Minimarket,Trujillo,Cercado,2023-11-11,ACTIVO
C00593,Bodega Vargas 597,Bodega,Lima Sur,San Juan,2019-02-15,ACTIVO
C00594,Bodega Paredes 549,Bodega,Trujillo,Surco,2021-11-09,ACTIVO
